Simulation,First_Trigger_Month_Idx,Cost_Payoff_PV,Benefit_Payoff_PV
5963,38,14766941.45753858,14028594.38466165
5964,34,17590488.653024856,16710964.22037361
5965,34,17518238.383195713,16642326.464035928
5966,41,12724174.039784096,12087965.33779489
5967,35,16932129.634451304,16085523.152728736
5968,46,9252262.951737562,8789649.804150684
5969,40,13516547.395843934,12840720.026051737
5970,35,16896936.91234665,16052090.066729318
5971,39,14073169.610386945,13369511.129867597
5972,38,15004699.423647147,14254464.45246479
5973,29,21726022.736396473,20639721.59957665
5974,43,11294841.361912372,10730099.293816753
5975,38,14782869.626195716,14043726.144885931
5976,39,14159463.703750728,13451490.518563192
5977,35,17161674.615712363,16303590.884926746
5978,39,14039054.889967497,13337102.145469122
5979,36,16386134.657183276,15566827.924324112
5980,35,17135412.380756885,16278641.76171904
5981,35,17028954.147752002,16177506.440364398
5982,34,17720080.007949483,16834076.00755201
5983,33,18596752.291600026,17666914.67702003
5984,39,13897520.621963868,13202644.590865673
5985,34,17775790.88208473,16887001.337980494
5986,43,11265957.22595873,10702659.364660792
5987,43,11307015.138577849,10741664.381648956
5988,40,13528258.070922466,12851845.167376343
5989,36,16318123.115604226,15502216.959824014
5990,39,13937552.708654081,13240675.073221376
5991,33,18431525.81631554,17509949.52549976
5992,33,18442289.9563261,17520175.458509795
5993,42,11984434.431410067,11385212.709839564
5994,36,16431095.392903814,15609540.623258622
5995,35,17067331.183522616,16213964.624346483
5996,34,17667179.064265467,16783820.111052196
5997,34,17860792.047145724,16967752.444788437
5998,28,22351681.71158195,21234097.626002852
5999,44,10609807.453396605,10079317.080726774
6000,34,17819103.715693977,16928148.529909275
6001,32,19065987.926700085,18112688.53036508
6002,27,23101696.174226947,21946611.3655156
6003,32,19247845.649684638,18285453.367200404
6004,37,15571010.157097464,14792459.649242593
6005,39,13835472.80549956,13143699.165224582
6006,30,20722779.903434258,19686640.908262543
6007,34,17543646.000907145,16666463.70086179
6008,37,15643125.538666347,14860969.26173303
6009,37,15580751.007727275,14801713.45734091
6010,43,11270553.90466762,10707026.209434237
6011,35,16857269.102455992,16014405.647333192
6012,40,13427940.52462952,12756543.498398043
6013,26,23895119.279782414,22700363.31579329
6014,36,16193112.523762409,15383456.897574285
6015,36,16302219.508863177,15487108.533420017
6016,35,17163985.66990231,16305786.386407195
6017,35,17023949.302953873,16172751.837806176
6018,32,19279940.756095476,18315943.7182907
6019,42,11983095.575538963,11383940.796762014
6020,33,18254297.78134925,17341582.89228179
6021,34,17685607.848529052,16801327.4561026
6022,31,19957382.014764827,18959512.914026584
6023,43,11304160.649651278,10738952.617168711
6024,34,17604590.886986524,16724361.342637196
6025,35,16995585.242515333,16145805.980389565
6026,40,13521179.223002959,12845120.26185281
6027,41,12771454.850604378,12132882.108074158
6028,35,17094988.911737863,16240239.466150971
6029,33,18687303.619166374,17752938.43820805
6030,36,16225664.898956252,15414381.654008439
6031,45,9860823.393242022,9367782.223579919
6032,39,14057246.421507569,13354384.10043219
6033,41,12560456.117208403,11932433.311347982
6034,30,20593566.051139165,19563887.748582207
6035,41,12772025.888636831,12133424.59420499
6036,36,16353528.623411726,15535852.192241138
6037,35,16982667.300912883,16133533.935867239
6038,35,16902530.616720505,16057404.085884478
6039,32,19398057.5252632,18428154.64900004
6040,28,22366340.337241363,21248023.32037929
6041,37,15533440.109335462,14756768.103868688
6042,37,15572745.317399586,14794108.051529605
6043,34,17859523.281409904,16966547.11733941
6044,24,25028159.436770547,23776751.464932017
6045,38,14886540.87814217,14142213.834235061
6046,31,20047931.1233125,19045534.567146875
6047,32,19112386.639500357,18156767.30752534
6048,35,16943707.75172683,16096522.364140488
6049,36,16054240.858660927,15251528.815727878
6050,26,23848379.090469934,22655960.135946434
6051,40,13318727.437238837,12652791.065376895
6052,35,17041270.634512242,16189207.102786627
6053,29,21305582.1706656,20240303.062132318
6054,38,14714241.577304797,13978529.498439556
6055,33,18496145.22924706,17571337.967784707
6056,36,16216710.772352306,15405875.23373469
6057,43,11374528.835660676,10805802.39387764
6058,37,15606024.670468183,14825723.436944775
6059,41,12577050.112020358,11948197.60641934
6060,35,17009217.790142234,16158756.900635121
6061,34,17757640.929344982,16869758.882877734
6062,32,19284517.38848903,18320291.51906458
6063,36,16394689.822315,15574955.33119925
6064,32,19260379.952339888,18297360.954722892
6065,31,20162156.903555274,19154049.058377508
6066,34,17820842.48567938,16929800.36139541
6067,41,12719126.505255973,12083170.179993173
6068,37,15548688.186354514,14771253.777036788
6069,44,10468522.020469252,9945095.91944579
6070,36,16376799.340111174,15557959.373105615
6071,40,13338757.380827118,12671819.51178576
6072,42,11993206.22802768,11393545.916626297
6073,29,21535188.97146833,20458429.52289491
6074,40,13451517.839526998,12778941.947550647
6075,34,17796282.142662074,16906468.03552897
6076,29,21499813.778722536,20424823.089786407
6077,32,19260773.87183574,18297735.17824395
6078,37,15619849.082496097,14838856.628371293
6079,40,13374343.164390787,12705626.006171247
6080,31,20038791.19984121,19036851.63984915
6081,40,13293029.5758199,12628378.097028904
6082,25,24149665.547465034,22942182.27009178
6083,34,17640647.47711008,16758615.103254573
6084,34,17733007.06128596,16846356.708221663
6085,36,16209500.667382108,15399025.634013005
6086,41,12620503.6024724,11989478.42234878
6087,41,12622931.841270106,11991785.249206599
6088,36,16244888.47820703,15432644.054296678
6089,36,16413787.042210767,15593097.690100227
6090,41,12571177.638042245,11942618.756140132
6091,39,14071084.157300808,13367529.949435767
6092,43,11320782.657826478,10754743.524935154
6093,38,14893063.888483407,14148410.694059236
6094,35,16953042.724740393,16105390.58850337
6095,36,16086335.801403886,15282019.011333691
6096,35,17086981.358234014,16232632.290322313
6097,34,17707800.401966408,16822410.381868087
6098,32,18991114.625271797,18041558.894008204
6099,29,21521345.365562685,20445278.097284548
6100,42,11904075.126615122,11308871.370284365
6101,37,15505455.55839524,14730182.780475479
6102,39,14100461.875363145,13395438.781594988
6103,34,17632632.04276678,16751000.440628441
6104,42,12048624.445299739,11446193.223034753
6105,32,19230567.01535352,18269038.664585844
6106,30,20878827.08718323,19834885.732824065
6107,32,19266943.274993695,18303596.111244008
6108,43,11238533.13484004,10676606.478098037
6109,36,16229600.355246896,15418120.33748455
6110,30,20973019.92999014,19924368.93349063
6111,39,14192732.111410577,13483095.505840046
6112,43,11319290.830410045,10753326.28888954
6113,35,16986392.211489964,16137072.600915464
6114,44,10462358.205090936,9939240.294836389
6115,41,12690857.086821575,12056314.232480494
6116,40,13386430.75985463,12717109.221861897
6117,39,14081403.091924576,13377332.937328346
6118,32,19211255.606321216,18250692.826005153
6119,34,17659886.065950688,16776891.762653153
6120,37,15519820.435560942,14743829.413782895
6121,37,15631566.62310435,14849988.291949134
6122,39,14153611.183994798,13445930.624795057
6123,41,12596366.008627176,11966547.708195817
6124,36,16415278.402411532,15594514.482290953
6125,46,9273343.834844368,8809676.643102147
6126,39,14268679.382545823,13555245.41341853
6127,43,11306118.94865099,10740813.001218438
6128,36,16276231.236989012,15462419.675139561
6129,36,16270942.232458457,15457395.120835532
6130,38,14751268.24535783,14013704.833089938
6131,43,11300172.832944624,10735164.191297393
6132,33,18404334.362780422,17484117.6446414
6133,30,20713185.90320816,19677526.60804775
6134,42,11945208.035944639,11347947.634147406
6135,39,13895155.887821617,13200398.093430534
6136,38,14971563.126642458,14222984.970310336
6137,36,16250757.65184928,15438219.769256815
6138,34,17559587.073472284,16681607.71979867
6139,35,16833081.564563204,15991427.486335041
6140,35,16940550.62956428,16093523.098086067
6141,35,17066654.218791652,16213321.50785207
6142,41,12751673.424529169,12114089.75330271
6143,29,21576206.327332363,20497396.010965742
6144,41,12657147.575079901,12024290.196325906
6145,35,17077122.054349825,16223265.95163233
6146,41,12691002.069312453,12056451.96584683
6147,42,12109253.818913419,11503791.127967747
6148,31,19968009.47971885,18969609.0057329
6149,41,12812318.626525769,12171702.69519948
6150,38,14742812.331608959,14005671.71502851
6151,38,14996205.39057086,14246395.121042315
6152,32,19185786.918056402,18226497.572153583
6153,36,16264925.696980545,15451679.412131518
6154,33,18515245.246933643,17589482.98458696
6155,35,17118969.091333225,16263020.636766564
6156,39,14064801.084396128,13361561.03017632
6157,44,10558383.031851472,10030463.880258897
6158,40,13453056.235595455,12780403.423815683
6159,35,16835898.184762385,15994103.275524266
6160,33,18650005.18185093,17717504.92275838
6161,34,17740832.578837294,16853790.949895427
6162,41,12614286.47835088,11983572.154433334
6163,39,14175837.625433447,13467045.744161775
6164,39,14051227.756124722,13348666.368318485
6165,37,15469368.04863513,14695899.646203373
6166,40,13496699.727104498,12821864.740749272
6167,31,19986514.28268823,18987188.568553817
6168,28,21859191.936072618,20766232.33926899
6169,36,16186772.136877373,15377433.530033503
6170,47,8500441.078445666,8075419.024523382
6171,34,17927677.18903899,17031293.32958704
6172,37,15582670.47324993,14803536.949587433
6173,34,17816186.99280854,16925377.64316811
6174,40,13303574.986021886,12638396.236720791
6175,28,22504870.421878308,21379626.900784392
6176,32,19237596.427370276,18275716.606001765
6177,38,14909522.149557311,14164046.042079445
6178,34,17716029.716900237,16830228.231055226
6179,37,15560302.462935118,14782287.33978836
6180,35,17130317.307901684,16273801.442506598
6181,34,17866624.053506527,16973292.8508312
6182,38,14889581.940895045,14145102.843850292
6183,34,17748855.25448032,16861412.491756305
6184,30,20633688.31341883,19602003.89774789
6185,35,17052257.158890244,16199644.300945733
6186,38,14866215.996238874,14122905.196426932
6187,44,10592948.055001581,10063300.6522515
6188,21,27632696.68764353,26251061.853261355
6189,35,17018130.242669567,16167223.730536088
6190,44,10534531.925749958,10007805.32946246
6191,37,15589321.048343563,14809854.995926386
6192,37,15668523.44438184,14885097.272162749
6193,34,18017479.223270748,17116605.262107212
6194,32,19139216.165588755,18182255.357309315
6195,45,9901376.238439422,9406307.42651745
6196,39,14091716.894562107,13387131.049834
6197,35,17195848.21903871,16336055.808086773
6198,39,14046671.570278574,13344337.991764644
6199,37,15578409.682107823,14799489.198002432
6200,38,14789038.075321276,14049586.171555212
6201,38,14775822.088560387,14037030.984132368
6202,40,13345060.20539353,12677807.195123855
6203,32,18999846.18825545,18049853.878842678
6204,34,17715364.15717617,16829595.949317362
6205,37,15617304.0185201,14836438.817594096
6206,34,17571140.971632883,16692583.923051236
6207,38,14664702.9289461,13931467.782498796
6208,36,16175994.542566134,15367194.815437825
6209,37,15757547.564048672,14969670.185846236
6210,39,14112891.999184074,13407247.399224868
6211,33,18551538.775075313,17623961.836321548
6212,39,13988958.85793963,13289510.915042648
6213,38,14933382.655965071,14186713.523166817
6214,33,18482687.43810058,17558553.06619555
6215,35,17060546.554939393,16207519.227192424
6216,38,14893684.217577081,14149000.006698227
6217,35,17123209.107164185,16267048.651805976
6218,29,21690399.971459903,20605879.97288691
6219,38,14805161.798475806,14064903.708552014
6220,36,16328254.650885098,15511841.918340841
6221,35,17036416.004226767,16184595.204015428
6222,36,16451787.697301323,15629198.312436257
6223,32,19275247.707771994,18311485.322383393
6224,35,17017637.181760523,16166755.322672496
6225,36,16342995.594794005,15525845.815054303
6226,33,18525205.50756129,17598945.23218322
6227,33,18425732.17413621,17504445.5654294
6228,35,17051745.838877022,16199158.546933172
6229,39,14143009.227657951,13435858.766275054
6230,33,18454318.38491939,17531602.46567342
6231,40,13389794.699409818,12720304.964439327
6232,37,15450217.29844071,14677706.433518674
6233,25,24456752.152010273,23233914.54440976
6234,38,15014743.062738683,14264005.909601748
6235,39,14098696.254011333,13393761.441310765
6236,39,14153246.04806527,13445583.745662004
6237,40,13331234.370157233,12664672.65164937
6238,30,20900388.47284188,19855369.049199786
6239,33,18481544.201234818,17557466.991173077
6240,37,15576905.61670789,14798060.335872492
6241,37,15608474.620224651,14828050.889213417
6242,33,18584509.08784151,17655283.633449435
6243,38,14935636.795608655,14188854.955828222
6244,36,16335538.65729669,15518761.724431854
6245,37,15407868.096967807,14637474.692119414
6246,40,13443240.93637649,12771078.889557665
6247,36,16233557.164688453,15421879.306454029
6248,39,14141639.212660732,13434557.252027694
6249,34,17730527.18965369,16844000.830171004
6250,32,19240512.72635279,18278487.090035148
6251,36,16354150.985327965,15536443.436061567
6252,31,20088946.032034617,19084498.730432887
6253,36,16094018.075473996,15289317.171700295
6254,38,14952508.208755394,14204882.798317626
6255,32,19288601.63391591,18324171.552220114
6256,34,17637344.085709672,16755476.881424187
6257,30,20689760.531899292,19655272.505304325
6258,32,18857192.921119858,17914333.275063865
6259,36,16118628.846503228,15312697.404178066
6260,40,13316099.152598381,12650294.194968462
6261,36,16296254.410111474,15481441.6896059
6262,33,18592895.84641584,17663251.05409505
6263,39,14134560.63261757,13427832.600986691
6264,37,15431056.106265243,14659503.300951978
6265,30,20846960.188460704,19804612.179037668
6266,38,14902769.388508854,14157630.91908341
6267,41,12603812.127446925,11973621.521074578
6268,34,17402242.667874362,16532130.53448064
6269,28,22348776.30950887,21231337.494033426
6270,40,13432590.435914658,12760960.914118925
6271,37,15548604.980664453,14771174.731631229
6272,33,18241629.8474352,17329548.35506344
6273,34,17762447.767893158,16874325.3794985
6274,35,16948131.70566372,16100725.120380532
6275,33,18231273.63361557,17319709.951934792
6276,34,17807975.032729026,16917576.28109257
6277,36,16271498.242485845,15457923.33036155
6278,34,18052183.155639183,17149573.99785722
6279,31,19925972.475849144,18929673.852056682
6280,29,21267608.16660125,20204227.758271188
6281,37,15688368.969906336,14903950.521411018
6282,37,15449548.41016677,14677070.98965843
6283,42,12061252.34112047,11458189.724064447
6284,39,14116041.840157954,13410239.748150054
6285,39,14139369.249268329,13432400.786804913
6286,35,17142072.179376412,16284968.57040759
6287,38,14695124.046172282,13960367.843863666
6288,40,13583709.448698131,12904523.976263225
6289,43,11367135.007094562,10798778.256739834
6290,33,18446096.339918032,17523791.522922132
6291,36,16263262.474520285,15450099.350794267
6292,42,11870101.720254477,11276596.634241752
6293,36,16059366.664127499,15256398.330921125
6294,40,13369962.276882678,12701464.163038542
6295,31,19866378.52797158,18873059.601573
6296,37,15565386.447564267,14787117.125186052
6297,32,19303467.480197787,18338294.1061879
6298,38,14816064.553260896,14075261.32559785
6299,39,14241142.700538084,13529085.565511178
6300,39,14087829.297917644,13383437.833021762
6301,34,17579335.2146591,16700368.453926144
6302,30,20755003.93246538,19717253.73584211
6303,36,16190917.613089366,15381371.732434899
6304,32,19155329.779455733,18197563.290482942
6305,35,17013895.75844333,16163200.970521163
6306,35,16885140.98862207,16040883.939190963
6307,39,14057644.78729775,13354762.547932861
6308,34,17928020.124574654,17031619.11834592
6309,40,13591402.80898849,12911832.668539066
6310,31,20222697.344388608,19211562.477169175
6311,39,14003534.7087283,13303357.973291887
6312,44,10556830.762736054,10028989.22459925
6313,40,13470909.007845894,12797363.557453597
6314,44,10618908.816308672,10087963.375493236
6315,35,16907677.657613434,16062293.774732761
6316,35,17096937.689476088,16242090.805002283
6317,33,18564554.509584513,17636326.78410529
6318,35,16963643.218646094,16115461.05771379
6319,35,17086091.19954492,16231786.639567675
6320,36,16290805.071373316,15476264.817804648
6321,42,12009949.450575098,11409451.978046345
6322,35,17078851.05443978,16224908.50171779
6323,35,17165323.852217685,16307057.6596068
6324,29,21683428.45522648,20599257.032465156
6325,37,15524420.610756282,14748199.580218466
6326,27,22829134.812816836,21687678.07217599
6327,33,18513570.33578966,17587891.819000177
6328,32,19162592.473604858,18204462.849924613
6329,36,16275187.512950638,15461428.137303106
6330,32,19228721.818368282,18267285.727449864
6331,39,14066595.986068849,13363266.186765406
6332,37,15431991.657513203,14660392.074637542
6333,26,23814097.877734408,22623392.983847685
6334,38,14826147.10724908,14084839.751886625
6335,37,15601849.088728096,14821756.634291692
6336,38,14816857.479173556,14076014.605214877
6337,32,19354672.13048233,18386938.52395821
6338,43,11339061.16643364,10772108.108111957
6339,37,15590047.560600128,14810545.182570122
6340,42,11983848.779518478,11384656.340542555
6341,38,14797295.215483932,14057430.454709735
6342,37,15371459.957527708,14602886.959651323
6343,41,12786107.134398637,12146801.777678706
6344,27,23019651.25744844,21868668.694576018
6345,38,14760503.012529358,14022477.861902889
6346,30,20898345.35207263,19853428.084468998
6347,38,14771192.989173193,14032633.339714533
6348,40,13496072.776275538,12821269.137461761
6349,32,19136852.752144814,18180010.114537574
6350,38,15003849.10058213,14253656.645553023
6351,34,17497960.308659237,16623062.293226274
6352,39,13973878.226778947,13275184.315439997
6353,39,14174375.568836233,13465656.79039442
6354,30,20944915.925383385,19897670.129114218
6355,43,11393868.660885762,10824175.227841476
6356,42,11985383.613759212,11386114.433071252
6357,37,15587396.708474245,14808026.873050531
6358,36,16186580.435164768,15377251.413406529
6359,35,16976027.15440513,16127225.796684874
6360,30,20754974.47665394,19717225.75282124
6361,38,14841763.572735518,14099675.394098742
6362,36,16062114.131192196,15259008.424632587
6363,34,17645252.593579683,16762989.963900696
6364,30,20982339.743205547,19933222.756045267
6365,38,14825703.914152166,14084418.718444558
6366,34,17624247.55817833,16743035.180269416
6367,36,16116639.317931285,15310807.35203472
6368,37,15463037.866274964,14689885.972961213
6369,35,17052245.565103088,16199633.286847932
6370,37,15456628.582746956,14683797.153609607
6371,36,16411685.632322885,15591101.350706737
6372,34,17759899.277934518,16871904.314037792
6373,38,14577665.998176955,13848782.698268108
6374,30,20713580.13959087,19677901.132611327
6375,41,12681546.312830154,12047468.997188644
6376,35,16930569.87243021,16084041.378808698
6377,39,14131224.382440267,13424663.163318254
6378,38,14805759.904514065,14065471.90928836
6379,37,15455986.254413769,14683186.94169308
6380,39,14070868.981768157,13367325.532679748
6381,38,14851701.50609146,14109116.430786887
6382,35,17055342.157585744,16202575.049706453
6383,29,21398445.152019188,20328522.894418225
6384,36,16240183.794020308,15428174.604319291
6385,43,11328955.436719486,10762507.664883511
6386,32,19336492.50883848,18369667.883396555
6387,28,22375140.577722266,21256383.548836153
6388,26,24027444.916680783,22826072.67084674
6389,37,15661503.484879766,14878428.310635777
6390,33,18584132.916371558,17654926.27055298
6391,29,21509964.38618716,20434466.1668778
6392,35,17022873.45197787,16171729.779378977
6393,33,18662165.629293848,17729057.347829156
6394,33,18241973.346875627,17329874.679531846
6395,37,15621704.52749678,14840619.30112194
6396,38,14878332.834961757,14134416.193213668
6397,38,14750003.605766239,14012503.425477926
6398,42,11967376.660043988,11369007.827041788
6399,25,24516522.757006343,23290696.619156025
6400,39,14082857.941727364,13378715.044640996
6401,37,15578584.285645576,14799655.071363296
6402,31,19853323.526865646,18860657.350522365
6403,39,14145638.438716626,13438356.516780794
6404,37,15576965.34759772,14798117.080217835
6405,39,14176467.869495519,13467644.476020742
6406,38,14792787.573006904,14053148.194356557
6407,37,15562626.690982847,14784495.356433703
6408,33,18627670.103127915,17696286.59797152
6409,37,15537360.859772678,14760492.816784045
6410,33,18389298.39005026,17469833.470547747
6411,34,17987634.87776722,17088253.133878857
6412,32,19432379.774982575,18460760.786233447
6413,31,19738742.624595806,18751805.493366018
6414,37,15769349.856199162,14980882.363389201
6415,32,19211876.25970428,18251282.446719065
6416,43,11301647.297502719,10736564.932627583
6417,36,16290374.347355437,15475855.629987663
6418,34,17702339.997643925,16817222.99776173
6419,42,11823179.704976175,11232020.719727365
6420,38,14860634.334453084,14117602.61773043
6421,35,17195596.240110867,16335816.428105323
6422,40,13439939.982182119,12767942.983073011
6423,36,16350031.599362377,15532530.019394256
6424,37,15715548.353369646,14929770.935701162
6425,34,17709912.73467349,16824417.097939815
6426,37,15640123.100248458,14858116.945236035
6427,30,20603619.816419255,19573438.825598296
6428,35,16837877.15981928,15995983.301828312
6429,31,20034011.48486435,19032310.910621133
6430,36,16348450.331474792,15531027.814901054
6431,34,17533441.776799288,16656769.687959323
6432,39,13916474.548989402,13220650.821539931
6433,39,14203216.334352253,13493055.51763464
6434,33,18260275.0699335,17347261.316436823
6435,31,20073376.850360535,19069708.007842507
6436,35,17264546.887478717,16401319.54310478
6437,31,19854652.87329867,18861920.229633737
6438,31,19974671.43095937,18975937.8594114
6439,24,24890692.372725863,23646157.75408957
6440,39,14049034.012954835,13346582.312307093
6441,31,20023721.866131425,19022535.772824854
6442,36,16196749.96995828,15386912.471460367
6443,38,14857169.329337407,14114310.862870537
6444,37,15625303.608230662,14844038.42781913
6445,33,18625567.458483864,17694289.08555967
6446,39,14209275.361709334,13498811.593623867
6447,37,15603822.141151771,14823631.03409418
6448,34,17885803.760464873,16991513.57244163
6449,34,17672113.95526892,16788508.257505473
6450,38,14860902.819412185,14117857.678441575
6451,36,16315406.073693339,15499635.77000867
6452,35,17150545.80207378,16293018.511970092
6453,40,13435765.542861765,12763977.265718676
6454,31,20160377.733658217,19152358.846975304
6455,29,21500465.22496281,20425441.963714667
6456,38,14762175.290832067,14024066.526290461
6457,31,19763595.204447668,18775415.444225285
6458,33,18560151.316971116,17632143.751122557
6459,29,21580730.74756593,20501694.21018763
6460,36,16259609.83370252,15446629.342017394
6461,36,16286994.86003421,15472645.1170325
6462,36,16298555.727881355,15483627.941487286
6463,42,11969979.686042804,11371480.701740663
6464,22,26822394.513250995,25481274.787588444
6465,30,20823176.364112202,19782017.545906592
6466,38,14842275.401815336,14100161.631724568
6467,40,13423380.405924639,12752211.385628408
6468,39,14144662.231672874,13437429.12008923
6469,30,20606683.179347962,19576349.02038056
6470,32,19077677.0756713,18123793.221887734
6471,38,14865518.163612869,14122242.255432226
6472,31,20004753.684760805,19004516.000522763
6473,35,16961147.853124432,16113090.460468212
6474,34,18019052.461692777,17118099.838608135
6475,35,17032714.15911352,16181078.451157842
6476,38,14783858.234313937,14044665.32259824
6477,42,12024128.682716666,11422922.248580832
6478,38,14805700.38651699,14065415.36719114
6479,32,19296010.35619121,18331209.83838165
6480,44,10643355.473474067,10111187.699800363
6481,33,18537411.670294613,17610541.08677988
6482,40,13445735.569713533,12773448.791227857
6483,40,13351383.532764198,12683814.356125986
6484,36,16258162.393949594,15445254.274252113
6485,36,16122286.820211256,15316172.479200693
6486,35,17049774.66921589,16197285.935755096
6487,33,18344077.035368238,17426873.183599826
6488,32,19263542.8609312,18300365.717884637
6489,36,16451058.889447486,15628505.944975112
6490,38,14873421.37067681,14129750.302142968
6491,37,15548418.41398798,14770997.49328858
6492,40,13225913.50375972,12564617.828571733
6493,40,13468554.094730055,12795126.389993552
6494,43,11280935.988159088,10716889.188751133
6495,40,13484494.05230095,12810269.349685904
6496,34,17613538.537040327,16732861.610188307
6497,43,11331021.284799693,10764470.220559709
6498,36,16324633.006001337,15508401.35570127
6499,36,16244601.908852091,15432371.813409487
6500,40,13406078.638888195,12735774.706943784
6501,37,15581979.731644059,14802880.745061856
6502,30,20545267.52391804,19518004.147722136
6503,35,17020673.3022465,16169639.637134172
6504,34,17614724.662956793,16733988.42980895
6505,39,14084209.591584798,13379999.112005558
6506,33,18450723.086643953,17528186.932311755
6507,29,21278936.247301176,20214989.434936117
6508,35,16857427.43523183,16014556.063470237
6509,39,14156301.332905399,13448486.266260128
6510,40,13364379.386017822,12696160.41671693
6511,39,14178613.80409643,13469683.113891609
6512,39,14026235.25214534,13324923.489538072
6513,37,15423268.370703703,14652104.952168515
6514,38,14893095.541421609,14148440.764350528
6515,33,18648226.87469597,17715815.530961175
6516,33,18738894.268960822,17801949.55551278
6517,38,14832059.193680126,14090456.23399612
6518,38,14607603.49203639,13877223.317434568
6519,35,17017829.24103988,16166937.778987886
6520,35,17154395.39760776,16296675.62772737
6521,38,14743712.141444745,14006526.534372507
6522,39,14084026.683130339,13379825.348973822
6523,34,17915962.1883208,17020164.07890476
6524,39,14211831.218085444,13501239.657181172
6525,29,21602817.46094235,20522676.587895233
6526,34,17683626.670247868,16799445.336735472
6527,24,25357902.101996236,24090006.996896423
6528,33,18552319.107164346,17624703.151806124
6529,41,12713675.851815483,12077992.059224708
6530,36,16004311.734393947,15204096.147674248
6531,42,11855862.608095411,11263069.477690639
6532,27,22616009.28780895,21485208.823418505
6533,34,17901566.0730463,17006487.769393984
6534,36,16059933.415994652,15256936.74519492
6535,35,17185422.35367994,16326151.23599594
6536,33,18513255.84728824,17587593.05492383
6537,37,15551239.713879976,14773677.728185978
6538,42,11969722.073233202,11371235.969571542
6539,33,18348638.60386028,17431206.673667263
6540,37,15502619.97450461,14727488.97577938
6541,41,12608586.627773795,11978157.296385104
6542,42,11928287.64593247,11331873.263635846
6543,35,16966471.341466866,16118147.774393523
6544,46,9194461.796812428,8734738.706971807
6545,31,19882378.054409284,18888259.151688818
6546,37,15630622.224696152,14849091.113461345
6547,39,14003752.402920494,13303564.782774469
6548,38,14867725.125995826,14124338.869696034
6549,41,12719554.408964287,12083576.688516073
6550,36,16308970.258766629,15493521.745828297
6551,39,14155759.630758334,13447971.649220416
6552,38,14864611.633802913,14121381.052112766
6553,36,16286822.116905656,15472481.01106037
6554,41,12641892.993700897,12009798.344015852
6555,39,14168887.382642662,13460443.013510529
6556,30,20713994.175921,19678294.46712495
6557,32,19235313.16622551,18273547.507914234
6558,41,12691652.991817737,12057070.34222685
6559,32,19195820.144686084,18236029.13745178
6560,31,20162100.905020457,19153995.859769437
6561,38,14813829.948707942,14073138.451272544
6562,37,15524689.327105407,14748454.860750137
6563,37,15205740.955900025,14445453.908105023
6564,36,16271578.605091797,15457999.674837207
6565,35,17030800.566039253,16179260.537737288
6566,32,19336889.771801304,18370045.28321124
6567,33,18454311.784095842,17531596.19489105
6568,44,10546346.760978488,10019029.422929563
6569,31,19989303.143069744,18989837.985916257
6570,30,21039094.742015183,19987140.00491442
6571,42,11941581.113437878,11344502.057765983
6572,42,12003022.871981472,11402871.728382397
6573,32,19193144.98082451,18233487.731783282
6574,35,16781316.221911766,15942250.410816178
6575,27,23182321.714825656,22023205.62908437
6576,40,13487736.65516618,12813349.822407871
6577,35,17142431.36000736,16285309.792006992
6578,34,17500753.03032857,16625715.378812145
6579,40,13419419.292390417,12748448.327770896
6580,35,17019462.98984508,16168489.840352826
6581,33,18565119.61106314,17636863.630509984
6582,35,17105576.307992186,16250297.492592577
6583,42,12049973.434187707,11447474.76247832
6584,35,16786342.6996096,15947025.564629119
6585,27,22513404.58945604,21387734.359983236
6586,34,17505501.44441585,16630226.372195056
6587,39,14179835.583112378,13470843.803956758
6588,39,14233558.617212927,13521880.68635228
6589,29,21583710.383014522,20504524.863863796
6590,38,14809772.733354835,14069284.096687092
6591,35,16902965.242636587,16057816.980504757
6592,35,16963960.025554698,16115762.024276963
6593,30,20550589.26983446,19523059.806342732
6594,39,14097582.626745505,13392703.49540823
6595,45,9897096.598059446,9402241.768156473
6596,33,18515262.25832766,17589499.145411275
6597,42,12005221.613515468,11404960.532839693
6598,32,19087264.942452658,18132901.695330024
6599,34,17776222.151167385,16887411.043609016
6600,39,14178396.94030933,13469477.093293864
6601,35,17055415.89012479,16202645.09561855
6602,25,24543290.844213292,23316126.302002624
6603,37,15463547.947741995,14690370.550354894
6604,34,17513484.55667688,16637810.328843035
6605,34,17933598.396361798,17036918.476543706
6606,43,11358595.14676291,10790665.389424764
6607,37,15510048.655413926,14734546.22264323
6608,33,18610146.16181101,17679638.853720456
6609,30,20536805.756942924,19509965.469095778
6610,36,16496590.580438688,15671761.051416755
6611,34,17809272.871059664,16918809.227506682
6612,40,13287387.67525894,12623018.291495992
6613,39,14231898.235526964,13520303.323750615
6614,42,11993105.837001191,11393450.545151131
6615,38,14747154.694131533,14009796.959424956
6616,30,20740439.28406191,19703417.319858808
6617,37,15517727.11849173,14741840.762567144
6618,41,12655111.54605271,12022355.968750073
6619,39,14104278.706675988,13399064.771342188
6620,33,18475324.79420466,17551558.554494426
6621,35,17216979.18850028,16356130.229075266
6622,32,19517101.289687924,18541246.22520353
6623,35,17109968.969505,16254470.52102975
6624,38,14855592.630349856,14112812.998832364
6625,42,12009661.000012074,11409177.95001147
6626,36,16213133.49335162,15402476.81868404
